w_image,w_text,avg_accuracy,humour_acc,humour_precision,humour_recall,humour_f1,sarcasm_acc,sarcasm_precision,sarcasm_recall,sarcasm_f1,offensive_acc,offensive_precision,offensive_recall,offensive_f1,motivational_acc,motivational_precision,motivational_recall,motivational_f1
0.5,0.5,0.5765379113018598,0.7339055793991416,0.6415645620640821,0.7339055793991416,0.6676593907296473,0.5078683834048641,0.5599606135723108,0.5078683834048641,0.5275102064379487,0.5464949928469242,0.5139633287927844,0.5464949928469242,0.5180246092023311,0.5178826895565093,0.5557642298796551,0.5178826895565093,0.5274524866300907
