w_image,w_text,avg_accuracy,acc_humour,acc_sarcasm,acc_offensive,acc_motivational
0.5,0.5,0.6448497854077253,0.7424892703862661,0.6494992846924177,0.597997138769671,0.5894134477825465
0.4,0.6,0.6416309012875536,0.7410586552217453,0.6494992846924177,0.5851216022889842,0.5908440629470673
0.6,0.4,0.6416309012875536,0.7339055793991416,0.6509298998569385,0.586552217453505,0.5951359084406295
0.3,0.7,0.6398426323319026,0.7367668097281831,0.6452074391988555,0.5822603719599427,0.5951359084406295
0.7,0.3,0.6341201716738197,0.7281831187410587,0.6509298998569385,0.5894134477825465,0.5679542203147353
0.2,0.8,0.6323319027181689,0.7296137339055794,0.6266094420600858,0.575107296137339,0.597997138769671
0.1,0.9,0.6276824034334765,0.7238912732474965,0.6223175965665236,0.5622317596566524,0.6022889842632332
0.8,0.2,0.626967095851216,0.7224606580829757,0.6566523605150214,0.575107296137339,0.5536480686695279
0.9,0.1,0.6123032904148784,0.7067238912732475,0.6380543633762518,0.5693848354792561,0.5350500715307582
